17	13	74.0529999733	67.2593076963	1.10100746662
17	13	60.8020000458	54.028923053	1.12536020727
48	47	133.312000036	50.1602553104	2.65772172034
17	13	73.5939998627	64.1425384742	1.1473509096
17	13	60.8359999657	53.3003076957	1.141381778
421	24	224.991999865	182.885499964	1.23023421708
17	13	77.9730000496	67.7181538068	1.15143422651
17	13	45.5099999905	40.6035384398	1.12083827516
724	723	247.711000204	33.2518589286	7.44953840735
17	13	55.5179998875	47.0368461425	1.18030872476
45	35	487.128000021	171.127314288	2.84658239421
17	13	64.8199999332	55.2658461424	1.17287627817
288	288	11.6700000763	5.68180208488	2.05392583233
3	2	7.38000011444	6.34850001335	1.16247934141
4	3	1.48699998856	1.32000001272	1.12651513199
17	13	52.7520000935	43.5831537797	1.21037592553
17	13	51.7520000935	42.6597692416	1.21313361543
17	13	64.6210000515	55.1942308316	1.17079265492
17	13	53.9930000305	41.3946923293	1.30434596786
17	13	99.5350000858	48.9759230981	2.03232514651
17	13	70.5309998989	53.6982307434	1.31346971627
17	13	55.5619997978	50.1314615103	1.10832595189
9	8	68.3559999466	15.3442499936	4.45482835429
6	6	7.24699997902	4.78199998538	1.51547469703
17	13	71.5800001621	57.8785384802	1.23672784493
17	13	81.7630000114	72.9973846032	1.12008122559
4	3	1.75599980354	1.49699989955	1.17301263953
185	145	36.3570001125	23.2343862057	1.56479279421
443	351	247.545000076	109.601304836	2.2585953739
2385	1988	274.542999983	86.0745482921	3.18959559394
17	13	72.1760001183	56.3862307989	1.2800288137
86	68	443.792000055	65.6195147108	6.76311005974
17	13	57.9179999828	46.6240769166	1.2422337087
17	13	112.629999876	55.413384621	2.03254142743
4	3	39.4499998093	14.2829999129	2.7620247882
17	13	50.8650000095	44.2079230639	1.15058560738
736	595	618.786000013	208.373173107	2.9696049198
17	13	76.0710000992	58.1903846264	1.30727783615
17	13	62.8320000172	53.51899998	1.17401296812
17	13	74.6340000629	65.0550769292	1.14724328347
47	37	501.161000013	175.699918927	2.8523689884
30	30	88.8010001183	54.4862666766	1.62978683501
4	3	2.33500003815	1.81833338737	1.2841429709
3	3	10.9119999409	4.62399999301	2.35986158248
29	28	13.3910000324	8.0938571947	1.65446457854
2	2	219.960999966	134.470499992	1.63575654124
15	14	9.3869998455	6.60664287635	1.42084263085
29	28	19.3740000725	7.17278569937	2.7010426471
3	2	20.5799999237	14.5125000477	1.41808784538
4	3	270.914000034	91.7720000744	2.9520332979
17	13	80.8380000591	65.4770768789	1.23460001442
47	47	755.973999977	735.844723387	1.02735533184
438	346	225.955999851	105.934595377	2.13297647523
406	320	225.286000013	67.4920093797	3.33796551746
462	364	212.400000095	79.4780247126	2.67243682594
474	373	249.25999999	76.8373244039	3.24399635105
4	4	10.9509999752	9.05449998379	1.20945386215
354	279	131.604000092	61.2120896018	2.14996744839
426	335	149.259000063	62.6848567201	2.38110139949
27	27	13.6890001297	7.58359259146	1.80508116234
6	5	9.73200011253	7.96280002594	1.22218316181
256	201	137.576999903	64.9035174147	2.11971562379
27	27	60.2290000916	51.1783333443	1.17684567191
3	2	138.799000025	100.365500093	1.38293537019
12240	12215	4316.23800015	436.697379124	9.88381933689
4	3	1.54499983788	1.27599994342	1.21081497366
104	81	270.923000097	113.952148161	2.37751551392
17	13	642.395999908	436.073153808	1.47313815193
104	81	178.355000019	109.489567898	1.62896797789
909	727	614.144999981	188.057623107	3.26572775852
766	597	428.964999914	103.607874369	4.14027411069
1595	1564	110.952000141	26.6950332464	4.15627877729
7	5	291.629000187	215.351000023	1.35420313886
1000	1000	167.622999907	72.0766699979	2.32562075789
4264	4264	2135.8269999	822.43039259	2.59696993101
362	362	161.892999887	51.0353259711	3.17217528853
17	13	236.728999853	106.873153888	2.2150464475
230	229	231.945999861	49.8914323051	4.64901465331
4	3	416.075999975	139.661333402	2.97917820087
4	3	370.471999884	125.074666659	2.96200669392
17	13	109.934000015	59.570923035	1.8454305291
19	15	121.819000006	70.7923999786	1.72079206302
3	3	18.4789998531	7.68466663361	2.4046586188
925	741	303.934000015	116.81510121	2.60183826293
4	3	395.65199995	132.709999959	2.98132770759
17	13	96.7950000763	74.8906923074	1.29248371318
229	228	106.463000059	45.9031579013	2.31929577237
17	13	94.6960000992	52.0791538312	1.81830911474
9	8	91.7020001411	23.8398750424	3.84658057049
962	761	324.131000042	78.7587319367	4.11549287389
17	13	101.001000166	76.7113076907	1.31663770579
5	4	214.281000137	88.2565000653	2.42793448617
17	13	129.971000195	101.201615389	1.28427792082
112	88	144.848999977	65.738375	2.20341619301
5	4	215.601999998	87.2437500358	2.47126011788
4	3	14.6749999523	11.8846666813	1.23478431039
217	217	429.991000175	196.002806455	2.1938002213
5	4	457.651000023	285.053250015	1.60549300876
4	3	6.01800012589	3.18700003624	1.88829622135
3	3	54.4169998169	39.4703332583	1.37868103268
3	2	27.3820002079	25.3310000896	1.08096798828
1000	1000	261.385999918	73.3444980018	3.56381197007
17	13	120.486000061	92.160692325	1.30734695043
4	3	2.70700001717	2.11966673533	1.27708755912
3394	3393	23154.9160001	450.33260831	51.417364794
4	3	357.496999979	318.618666649	1.12202151788
304	53	210.031999826	136.383830196	1.54000660873
9738	9339	2536.02999997	151.208698684	16.7717202915
393	393	821.104000092	397.163374042	2.06742125221
692	12	147.180000067	126.529083351	1.16321083002
692	12	173.529999971	133.853499969	1.29641735189
692	12	156.369999886	128.879750013	1.21330154558
692	12	155.875999928	136.01516668	1.14601925456
692	12	169.440000057	129.862583379	1.30476381763
692	12	154.971999884	133.374499957	1.16193125323
16	15	14.228000164	10.670066611	1.33344998516
1893	1796	249.748000145	11.3667193756	21.9718629353
27	27	175.234999895	158.730814828	1.10397593615
17	13	44.0279998779	32.6496153061	1.34849980513
17	13	36.6519999504	29.990076927	1.22213757703
17	13	98.4830000401	38.759923128	2.54084611352
17	13	36.7239999771	31.9689231102	1.14874060194
17	13	80.3630001545	68.7439231322	1.16901969647
17	13	64.0950000286	52.0998461797	1.23023395899
2	2	8.77300000191	8.15199995041	1.0761776319
17	13	58.1119999886	52.3310769154	1.11046826119
4	3	1.55399990082	1.43466655413	1.08317845449
285	285	14.629999876	9.3997613932	1.5564224733
17	13	43.0999999046	37.9025384463	1.13712700182
17	13	81.5190000534	64.4477692017	1.26488474408
14	11	593.635999918	270.723272714	2.19277786489
4	3	7.11400008202	6.13200004896	1.16014351357
27	27	97.507999897	84.6578148383	1.15178970876
4	3	7.64100003242	3.64366666476	2.09706340767
194	97	19.0680000782	12.0849072122	1.57783586943
17515	17514	736.669000149	66.9516951584	11.0029925068
267	267	19.1909999847	8.01948314124	2.39304698903
1334	1334	280.701999903	133.836631936	2.09734805667
2474	1873	259.480000019	69.3490864886	3.74164986386
129	129	10.0720000267	5.24826356792	1.91911093953
229	228	102.435000181	45.319263156	2.26029712417
3186	2789	239.398999929	41.7143051292	5.73901445051
3	2	11.7120001316	10.369500041	1.12946623128
107	6	671.838000059	563.360499978	1.19255432372
3	2	15.9449999332	12.7914999723	1.2465308969
3189	2789	259.616000175	147.42559412	1.76099680469
3187	2789	367.059000015	48.9306152751	7.50162240862
105	73	644.895999908	256.806164395	2.51121697731
36	4	30.617000103	13.2082500458	2.31802093365
4	3	12.4930000305	4.97766677539	2.50981043815
17	13	51.6069998741	43.9454615666	1.17434196921
101	100	113.295000076	47.0210699964	2.4094517646
17	13	63.618999958	55.7663846199	1.1408127027
17	13	49.1370000839	42.9220000047	1.14479754155
17	13	63.8540000916	55.3512307681	1.1536148195
5	4	90.8540000916	84.0274999738	1.08124126173
5	4	97.8920001984	87.5667500496	1.11791290807
7	6	42.0989999771	36.4919999441	1.15365011624
3	3	4.44099998474	2.86499993006	1.55008729255
9	8	72.6229999065	14.4908749759	5.01163663528
3	2	81.4979999065	56.8469998837	1.43363766027
5	4	132.928999901	116.974749982	1.13639054515
4	3	1.71300005913	1.36366669337	1.25617210383
2	2	4.22199988365	4.20650005341	1.00368473316
253	188	459.809000015	171.712111686	2.67779014247
116	52	442.822000027	401.060596173	1.10412741679
15	15	38.4600000381	28.2060000102	1.36353967327
336	336	22.0369999409	7.65954762413	2.87706285309
3	2	196.125999928	137.001999974	1.43155574345
3	2	12.0810000896	8.36850011349	1.44362788144
110	46	284.856999874	115.70319566	2.46196311389
15	15	17.1100001335	9.54453333219	1.79264920955
12	11	797.135999918	133.771363627	5.95894351606
129	129	12.2890000343	6.65821706047	1.84568930732
4	3	1.86299991608	1.49299995104	1.24782315952
17	13	61.2009999752	55.229692294	1.10811770686
17	13	57.632999897	49.0246923153	1.17559126177
4	3	1.67700004578	1.50266663233	1.11601602757
4	4	11.0649998188	10.4722499251	1.05660196213
17	13	75.376999855	65.0876922974	1.1580837666
17	13	91.8140001297	52.617769278	1.74492384207
129	129	11.3639998436	5.8434573643	1.94473907058
107	6	300.18900013	259.033333381	1.15888174009
4	4	19640.7090001	15456.613	1.27069940873
27	21	406.634000063	250.445857162	1.62364035353
17	13	66.367000103	56.3874615339	1.17698151854
17	13	105.271999836	47.2342307017	2.22872265033
17	13	63.5799999237	52.789307686	1.20441056552
17	13	121.387000084	64.3064615176	1.88763301882
17	13	93.5140001774	55.4880000078	1.68530132937
3	2	112.07400012	97.9495000839	1.14420185937
3	2	63.0699999332	57.7114999294	1.09284977882
261	5	831.467999935	706.868799973	1.17626920295
8	6	227.43900013	184.240166704	1.23447022546
3	2	6.76800012589	6.21000003815	1.08985508604
17	13	63.5920000076	56.175153824	1.13203072317
17	13	52.6700000763	49.0673077106	1.07342347754
17	13	63.3580000401	56.2923846061	1.12551636395
17	13	56.3580000401	46.3396923175	1.21619279761
4	3	1.62599992752	1.37700001399	1.18082782208
995	995	133.580999851	45.352984922	2.9453629145
4	3	15.3009998798	5.94233330091	2.57491444943
8	7	12.6130001545	10.7818571499	1.1698355839
24	24	29.6940000057	24.7872083187	1.19795660826
17	13	60.0360000134	46.2296153215	1.29864805484
17	13	67.6100001335	59.1586923416	1.14285825899
17	13	47.6789999008	40.1445384576	1.18768334953
69	69	6534.84799981	5296.02391302	1.23391587862
18	13	136.388000011	123.697384559	1.10259404835
17	13	62.0950000286	52.7328462051	1.17753932316
1359	1096	962.242000103	274.293743613	3.50807126488
3	2	212.575000048	161.590499997	1.3155166922
1331	1331	307.391000032	125.412868519	2.45103236743
1098	847	244.059999943	63.3884875985	3.85022595094
4	3	27.8569998741	10.7163333098	2.59948986923
1331	1331	323.779999971	123.880194587	2.6136542734
1897	1800	206.349000216	8.14228499969	25.3428859618
1329	1329	250.154000044	122.704144467	2.03867604579
17	13	65.4110000134	48.5694615291	1.34675159975
19	15	153.691999912	75.3072000186	2.04086727264
4	3	1.70700001717	1.51733334859	1.125
41	39	454.429000139	293.616487204	1.54769578666
3	3	14.5220000744	10.3140000502	1.40798914133
17	13	67.2829999924	53.1530000246	1.26583635846
17	13	98.7449998856	77.0576153719	1.2814437536
24078	23680	271.056999922	24.3752433706	11.1201761476
8	8	11.5460000038	9.89174997807	1.16723532534
3	2	207.934000015	158.001999974	1.3160213165
19	3	55.9169998169	21.3139998913	2.6234869148
845	65	3296.98300004	2384.70463078	1.38255403101
513	385	115.154999971	44.8353350646	2.56839833595
836	56	2983.38599992	2401.14264286	1.24248595092
4	3	14.3050000668	5.7016667525	2.50891549572
861	81	3070.829	2396.00487653	1.2816455551
30	29	35.6459999084	26.2441379037	1.35824617441
12	11	718.436999798	119.751818158	5.99938281394
4	3	1.77900004387	1.57533343633	1.12928476146
129	129	9.83699989319	5.14700000046	1.91121039291
4	3	183.125	61.9636666775	2.95536093681
129	129	16.9110000134	5.63335659892	3.00194026712
6	6	10.3329999447	5.23649990559	1.97326461014
17	13	76.7799999714	66.3313846221	1.15752144191
17	13	83.9320001602	63.1483076719	1.32912509067
9	9	26.3480000496	10.4873333772	2.51236411602
17	13	90.375	76.76715385	1.17726130861
156	155	86.4260001183	55.4361677508	1.55901830204
