150 15
0.01 6.7375625
0.02 10.8894791666667
0.03 14.2511041666667
0.04 16.2647083333333
0.05 17.3281875
0.06 17.9146875
0.07 17.6212291666666
0.08 16.8491458333333
0.09 15.8933125
0.1 14.2198333333333
0.11 12.3955625
0.12 10.023125
0.13 7.59179166666668
0.14 4.88266666666667
0.15 2.18210416666666
190 15
0.01 7.32087499999999
0.02 12.1683333333333
0.03 16.2122708333333
0.04 18.8812083333334
0.05 20.5903541666667
0.06 21.8470416666667
0.07 22.3824583333334
0.08 22.3069583333333
0.09 22.1610416666667
0.1 21.2528958333333
0.11 20.3918958333333
0.12 18.9589583333334
0.13 17.587125
0.14 15.9803125
0.15 14.2040416666667
150 15
0.01 1.02241666666667
0.02 1.05889583333333
0.03 2.988125
0.04 10.8684375
0.05 15.7880416666667
0.06 12.6439791666667
0.07 9.54439583333332
0.08 9.26714583333334
0.09 9.21416666666667
0.1 9.26416666666665
0.11 9.26416666666665
0.12 9.26416666666665
0.13 9.26416666666665
0.14 9.26416666666665
0.15 9.26416666666665
190 15
0.01 1.11427083333334
0.02 1.16404166666668
0.03 3.50447916666666
0.04 15.1865625
0.05 29.7031666666667
0.06 35.6935625000001
0.07 35.6967083333333
0.08 35.3998541666667
0.09 35.4883125
0.1 35.4325
0.11 35.4325
0.12 35.4325
0.13 35.4325
0.14 35.4325
0.15 35.4325
